,Pitcher,Team,FGID,SAVID,TBF,IP,GS,H,R,W,QS,SV,ER,HR,HR/9,K%,K/9,K,BB,BB/9,BB%,HBP,1B,2B,3B,ERA,WHIP,GB%,LD%,FB%,FB,GB,LD,L,G,HLD,BS,IBB,K/BB,K-BB%,AVG,BABIP,LOB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,MLBAMID,MLBID,$,Deep $
241,Tyler Holton,DET,26231,663947.0,303.541,72.1,0.0,66.2,32.98,0.0,0.0,0.0,30.0,10.0,1.2,0.212,8.0,64.0,16.0,2.0,0.054,2.0,43.24,11.96,1.0,3.74,1.14,0.458,0.24,0.243,56.2205615,99.252204,53.64984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.43
242,Edwin Uceta,TB,20539,670955.0,294.985,72.0,0.0,54.160000000000004,31.04,0.0,0.0,13.0,29.0,9.0,1.1,0.318,11.8,94.0,21.0,2.6,0.07,6.0,33.120000000000005,11.040000000000001,1.0,3.62,1.04,0.36,0.237,0.307,51.0257475,71.094075,42.9264225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,4.43
243,Ryan Bergert,KC,29863,686701.0,314.248,71.8,8.1,63.52,36.86,2.0,2.0,0.0,34.0,10.0,1.3,0.227,8.9,71.0,32.0,4.0,0.101,1.0,38.64,12.88,2.0,4.26,1.33,0.338,0.232,0.325,61.79003999999999,81.119232,49.854527999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.93
244,Tony Santillan,CIN,19926,663574.0,303.951,71.4,0.0,58.84,33.949999999999996,0.0,0.0,30.0,31.0,10.0,1.3,0.273,10.5,83.0,27.0,3.4,0.09,3.0,35.88,11.96,1.0,3.91,1.2,0.373,0.24,0.3,54.30628000000001,77.87132650000001,46.54824000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68,5.05
245,Jeremiah Estrada,SD,22210,669093.0,289.256,71.2,0.0,49.56,29.099999999999998,0.0,0.0,0.0,27.0,9.0,1.1,0.344,12.6,100.0,24.0,3.0,0.084,1.0,30.360000000000003,9.200000000000001,1.0,3.41,1.03,0.346,0.233,0.321,48.00686799999999,64.119328,39.083043999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.46
246,Cade Smith,CLE,27867,671922.0,285.249,71.0,0.0,52.24000000000001,27.16,0.0,0.0,31.0,25.0,8.0,1.0,0.334,12.0,95.0,17.0,2.2,0.06,3.0,33.120000000000005,10.120000000000001,1.0,3.17,0.98,0.415,0.244,0.271,45.99760950000001,73.1977025,41.926258000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6.84
247,Antonio Senzatela,COL,15488,622608.0,319.298,70.7,3.24,80.16,40.74,1.0,0.7,0.0,38.0,11.0,1.4,0.164,6.6,52.0,21.0,2.7,0.067,4.0,50.6,16.560000000000002,2.0,4.84,1.43,0.462,0.24,0.239,61.451351,109.84890800000001,59.11152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.7
248,Mike Vasil,CWS,30105,678024.0,311.823,70.1,0.0,65.2,36.86,0.0,0.0,3.0,34.0,9.0,1.2,0.203,8.1,63.0,32.0,4.1,0.102,6.0,43.24,11.96,1.0,4.37,1.39,0.493,0.233,0.222,52.25434299999999,100.06381449999999,51.27863949999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.22
249,Abner Uribe,MIL,25327,682842.0,302.14,69.9,0.0,57.76,32.98,0.0,0.0,26.0,30.0,8.0,1.0,0.269,10.4,81.0,31.0,4.0,0.102,4.0,37.72,11.040000000000001,1.0,3.86,1.27,0.527,0.228,0.202,43.92234,90.98199,44.49276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,4.52
250,Eduard Bazardo,SEA,20997,660825.0,294.489,69.8,0.0,56.92,31.04,0.0,0.0,0.0,29.0,9.0,1.2,0.267,10.2,79.0,24.0,3.1,0.081,1.0,35.88,11.040000000000001,1.0,3.74,1.16,0.41,0.243,0.274,51.127562999999995,80.42537999999999,46.24459349999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
251,Bailey Falter,KC,20070,663559.0,308.945,69.7,4.86,68.12,35.89,2.0,1.9,0.0,33.0,10.0,1.3,0.169,6.7,52.0,26.0,3.4,0.084,0.0,42.32,13.8,2.0,4.26,1.35,0.379,0.242,0.296,64.20271000000001,93.41725249999999,55.657745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.71
252,Spencer Bivens,SF,30226,702352.0,303.293,69.5,0.0,69.88,34.92,0.0,0.0,0.0,32.0,9.0,1.2,0.187,7.4,57.0,20.0,2.6,0.066,3.0,46.0,12.88,2.0,4.14,1.29,0.506,0.229,0.216,53.857734,105.905124,53.0657085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.49
253,Dennis Santana,PIT,17878,642701.0,291.221,69.2,0.0,59.52,30.07,0.0,0.0,29.0,28.0,7.0,0.9,0.227,8.6,66.0,20.0,2.6,0.068,4.0,38.64,12.88,1.0,3.64,1.15,0.393,0.243,0.288,56.230554000000005,84.4484415,49.5608715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,5.25
254,Doug Nikhazy,CLE,30142,680951.0,305.416,69.1,3.24,59.68,34.92,1.0,1.2,0.0,32.0,9.0,1.2,0.239,9.5,73.0,35.0,4.6,0.113,3.0,37.72,11.96,1.0,4.17,1.37,0.414,0.244,0.271,52.413948000000005,83.309552,47.774671999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.76
255,Jhoan Duran,PHI,21029,661395.0,284.9,68.9,0.0,56.760000000000005,28.13,0.0,0.0,32.0,26.0,7.0,0.9,0.278,10.3,79.0,17.0,2.2,0.059,5.0,38.64,10.120000000000001,1.0,3.4,1.07,0.634,0.203,0.141,37.874449999999996,100.4948,41.84135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17,6.2
256,Andrew Kittredge,BAL,12828,552640.0,281.276,68.2,0.0,56.84,28.13,0.0,0.0,20.0,26.0,8.0,1.1,0.276,10.3,78.0,16.0,2.1,0.057,1.0,36.800000000000004,11.040000000000001,1.0,3.43,1.07,0.471,0.239,0.234,46.257172000000004,84.367838,44.852602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.97
258,Brad Keller,FA,15734,641745.0,291.971,68.1,0.0,60.52,32.01,0.0,0.0,0.0,30.0,8.0,1.1,0.242,9.4,71.0,23.0,3.0,0.079,5.0,39.56,11.96,1.0,3.96,1.23,0.513,0.228,0.212,46.721156,93.3433265,46.325213999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.96
259,Cole Sands,MIN,21461,663485.0,287.405,68.0,0.0,62.44,32.01,0.0,0.0,4.0,30.0,9.0,1.2,0.239,9.1,69.0,16.0,2.1,0.056,4.0,38.64,13.8,1.0,3.97,1.15,0.406,0.244,0.277,54.34574249999999,84.60529,48.982009999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.56
260,Shawn Armstrong,FA,12857,542888.0,287.526,67.9,0.0,58.68000000000001,31.04,0.0,0.0,0.0,29.0,8.0,1.1,0.245,9.3,70.0,22.0,2.9,0.076,4.0,36.800000000000004,12.88,1.0,3.84,1.19,0.361,0.237,0.307,55.431621,77.330533,46.632951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.21
261,Hunter Gaddis,CLE,25636,683769.0,280.612,67.8,0.0,55.0,29.099999999999998,0.0,0.0,4.0,27.0,8.0,1.1,0.254,9.4,71.0,18.0,2.4,0.063,3.0,34.04,11.96,1.0,3.58,1.08,0.339,0.233,0.324,55.950704000000016,73.67481400000001,45.316238000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.24
262,Carlos Estevez,KC,14542,608032.0,279.931,67.7,0.0,57.84,30.07,0.0,0.0,34.0,28.0,8.0,1.1,0.218,8.1,61.0,16.0,2.1,0.057,4.0,35.88,11.96,2.0,3.72,1.09,0.317,0.236,0.339,60.77783449999999,75.79472849999999,48.297577999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47,5.83
263,Dylan Lee,ATL,19996,669276.0,278.47,67.7,0.0,56.08,29.099999999999998,0.0,0.0,2.0,27.0,10.0,1.3,0.288,10.6,80.0,15.0,2.0,0.054,0.0,34.96,10.120000000000001,1.0,3.59,1.05,0.389,0.242,0.289,50.362515,75.130965,44.21627000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.22
264,Travis Adams,MIN,30180,701519.0,299.192,67.6,1.62,64.36000000000001,35.89,0.0,0.5,0.0,33.0,10.0,1.3,0.198,7.9,59.0,27.0,3.6,0.09,6.0,40.480000000000004,12.88,1.0,4.39,1.35,0.386,0.242,0.292,58.84099200000001,86.982336,51.379272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.07
265,Tobias Myers,MIL,22191,668964.0,290.369,67.6,4.86,63.440000000000005,32.98,2.0,1.8,0.0,30.0,10.0,1.3,0.195,7.6,57.0,20.0,2.7,0.069,3.0,40.480000000000004,11.96,1.0,3.99,1.23,0.389,0.243,0.289,58.5697905,87.3746055,51.528613500000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.42
266,Will Vest,DET,19769,676684.0,282.98,67.6,0.0,54.84,27.16,0.0,0.0,27.0,25.0,6.0,0.8,0.247,9.3,70.0,20.0,2.7,0.07,1.0,37.72,10.120000000000001,1.0,3.33,1.11,0.502,0.228,0.219,46.21871,89.92868,45.15732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,5.59
267,Bryan Abreu,HOU,16609,650556.0,282.158,67.6,0.0,48.480000000000004,29.099999999999998,0.0,0.0,4.0,27.0,7.0,0.9,0.326,12.2,92.0,28.0,3.7,0.1,4.0,31.28,9.200000000000001,1.0,3.59,1.13,0.392,0.242,0.288,44.431292000000006,66.646938,39.080078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3.27
268,Luke Weaver,FA,16918,596133.0,281.987,67.6,0.0,54.24000000000001,30.07,0.0,0.0,0.0,28.0,10.0,1.3,0.279,10.5,79.0,21.0,2.8,0.076,2.0,33.120000000000005,10.120000000000001,1.0,3.73,1.11,0.373,0.24,0.3,50.95636000000001,73.0677805,43.676880000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.69
269,Griffin Jax,TB,20253,643377.0,274.59,67.5,0.0,50.32000000000001,26.189999999999998,0.0,0.0,10.0,24.0,7.0,0.9,0.333,12.1,91.0,17.0,2.3,0.063,2.0,33.120000000000005,9.200000000000001,1.0,3.2,1.0,0.523,0.228,0.205,38.73217499999999,79.380135,38.98205999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,4.67
270,Bryan King,HOU,25890,687911.0,281.987,67.5,0.0,57.84,30.07,0.0,0.0,0.0,28.0,9.0,1.2,0.256,9.6,72.0,17.0,2.3,0.06,5.0,36.800000000000004,11.040000000000001,1.0,3.73,1.11,0.418,0.243,0.27,51.14155500000001,81.82648800000001,46.6063605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.65
271,Jose A. Ferrer,WSH,24017,678606.0,284.281,67.5,0.0,63.28,31.04,0.0,0.0,24.0,29.0,8.0,1.1,0.215,8.1,61.0,14.0,1.9,0.051,5.0,42.32,11.96,1.0,3.87,1.14,0.575,0.224,0.17,44.99541500000001,105.16370249999999,48.553191999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.58
272,Adrian Morejon,SD,20039,670970.0,281.924,67.4,0.0,58.68,29.099999999999998,0.0,0.0,3.0,27.0,8.0,1.1,0.249,9.3,70.0,17.0,2.3,0.06,0.0,38.64,11.040000000000001,1.0,3.61,1.12,0.53,0.23,0.197,44.540133999999995,93.56351999999998,45.80713999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.88
273,Josh Hader,HOU,14212,623352.0,271.605,67.3,0.0,45.800000000000004,26.189999999999998,0.0,0.0,30.0,24.0,8.0,1.1,0.353,12.8,96.0,21.0,2.8,0.078,2.0,27.6,9.200000000000001,1.0,3.21,0.99,0.302,0.226,0.344,46.69071,56.58543,36.022965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.53
274,Robert Suarez,FA,30115,663158.0,277.778,67.2,0.0,55.92,28.13,0.0,0.0,0.0,26.0,8.0,1.1,0.259,9.6,72.0,16.0,2.1,0.058,1.0,35.88,11.040000000000001,1.0,3.48,1.07,0.404,0.244,0.278,51.05028200000001,79.13742600000002,45.926276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,2.93
275,Juan Mejia,COL,23237,675848.0,290.749,67.0,0.0,58.760000000000005,33.949999999999996,0.0,0.0,3.0,31.0,9.0,1.2,0.255,9.9,74.0,26.0,3.5,0.09,7.0,36.800000000000004,11.96,1.0,4.16,1.27,0.398,0.245,0.283,51.7883535,78.97008600000002,46.2566325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.96
276,Jacob Webb,TEX,19274,657097.0,285.591,67.0,0.0,57.84,31.04,0.0,0.0,3.0,29.0,9.0,1.2,0.228,8.7,65.0,23.0,3.1,0.079,3.0,36.800000000000004,11.040000000000001,1.0,3.9,1.21,0.349,0.235,0.317,57.0050035,76.9616945,46.927862499999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.33
277,Tyler Phillips,MIA,20629,663969.0,291.971,66.8,0.0,66.12,32.98,0.0,0.0,7.0,30.0,9.0,1.2,0.176,6.9,51.0,20.0,2.7,0.07,2.0,43.24,12.88,1.0,4.04,1.29,0.501,0.23,0.219,52.9225545,102.86200050000001,51.928185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.19
278,Raisel Iglesias,FA,17130,628452.0,275.459,66.7,0.0,55.92,28.13,0.0,0.0,0.0,26.0,8.0,1.1,0.266,9.9,73.0,15.0,2.0,0.055,2.0,35.88,11.040000000000001,1.0,3.51,1.06,0.393,0.243,0.287,51.270036499999996,77.13937849999999,45.2713485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.99
279,Emilio Pagan,FA,14771,641941.0,277.078,66.7,0.0,51.32000000000001,28.13,0.0,0.0,0.0,26.0,8.0,1.1,0.284,10.7,79.0,22.0,3.0,0.079,1.0,32.2,10.120000000000001,1.0,3.51,1.1,0.312,0.235,0.342,52.999478,65.32493799999999,41.818524999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.93
280,Hoby Milner,FA,13346,571948.0,283.019,66.5,0.0,61.440000000000005,30.07,0.0,0.0,0.0,28.0,8.0,1.1,0.216,8.3,61.0,17.0,2.3,0.06,2.0,40.480000000000004,11.96,1.0,3.79,1.18,0.504,0.228,0.218,48.999541,95.743873,47.974446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.13
281,Trevor Megill,MIL,17722,656730.0,272.502,66.4,0.0,50.32000000000001,26.189999999999998,0.0,0.0,6.0,24.0,7.0,0.9,0.296,11.0,81.0,20.0,2.7,0.072,1.0,32.2,10.120000000000001,1.0,3.25,1.06,0.388,0.243,0.29,47.163050000000005,70.14431800000001,41.417733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,3.81
282,Matt Svanson,STL,29629,694335.0,279.811,66.1,0.0,53.08,29.099999999999998,0.0,0.0,6.0,27.0,7.0,1.0,0.278,10.6,78.0,24.0,3.3,0.084,5.0,34.96,10.120000000000001,1.0,3.68,1.17,0.468,0.239,0.236,44.097128,79.837139,42.585734499999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.06
283,Ronny Henriquez,MIA,24094,678692.0,279.661,66.1,0.0,55.92,30.07,0.0,0.0,9.0,28.0,8.0,1.1,0.262,9.9,73.0,21.0,2.9,0.076,4.0,35.88,11.040000000000001,1.0,3.81,1.16,0.412,0.244,0.273,49.4786565,78.163281,44.929961999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,3.17
284,Garrett Whitlock,BOS,20191,676477.0,282.158,66.1,0.0,61.44,32.01,0.0,0.0,3.0,30.0,8.0,1.1,0.252,9.7,71.0,18.0,2.5,0.064,4.0,37.72,14.72,1.0,4.08,1.2,0.449,0.238,0.252,49.448448000000006,84.89294100000001,46.164762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.2
285,Brandon Sproat,NYM,33850,687075.0,288.477,66.0,9.72,62.440000000000005,32.98,3.0,3.6,0.0,30.0,9.0,1.2,0.207,8.2,60.0,24.0,3.3,0.082,3.0,40.480000000000004,11.96,1.0,4.09,1.31,0.522,0.228,0.205,47.540902499999994,97.33105199999999,47.84761799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.2
286,Emerson Hancock,SEA,27470,676106.0,290.377,65.8,3.24,66.28,35.89,1.0,1.3,0.0,33.0,11.0,1.5,0.17,6.7,49.0,23.0,3.1,0.078,5.0,42.32,11.96,1.0,4.51,1.36,0.404,0.244,0.279,58.852601500000006,91.06320900000001,52.847234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.3
287,Edwin Diaz,FA,14710,621242.0,268.402,65.7,0.0,45.72,27.16,0.0,0.0,0.0,25.0,7.0,1.0,0.361,13.3,97.0,23.0,3.2,0.084,6.0,28.52,9.200000000000001,1.0,3.42,1.05,0.432,0.241,0.262,38.732921999999995,63.96126199999999,35.690681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,3.33
288,Porter Hodge,CHC,26413,687863.0,283.749,65.6,0.0,52.24000000000001,31.04,0.0,0.0,4.0,29.0,8.0,1.1,0.283,11.0,80.0,31.0,4.3,0.109,1.0,33.120000000000005,10.120000000000001,1.0,3.98,1.27,0.411,0.243,0.274,46.12398300000001,72.6409545,41.718883500000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.33
289,Mason Miller,SD,31757,695243.0,262.739,65.6,0.0,38.28,23.28,0.0,0.0,33.0,21.0,6.0,0.8,0.41,14.8,108.0,25.0,3.4,0.096,2.0,23.92,7.36,1.0,2.88,0.96,0.355,0.235,0.312,37.105354,50.92255749999998,30.813012499999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96,7.37
290,Tim Hill,NYY,16814,657612.0,286.086,65.5,0.0,67.96000000000001,32.98,0.0,0.0,0.0,30.0,9.0,1.2,0.143,5.6,41.0,16.0,2.2,0.056,3.0,46.0,11.96,1.0,4.12,1.28,0.634,0.203,0.141,45.931743000000004,121.87375200000001,50.742549000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.41
291,Jordan Leasure,CWS,29950,673929.0,282.172,65.5,0.0,52.32000000000001,31.04,0.0,0.0,18.0,29.0,9.0,1.2,0.266,10.3,75.0,30.0,4.1,0.108,1.0,32.2,10.120000000000001,1.0,3.98,1.26,0.308,0.234,0.347,53.771702000000005,65.376468,41.989764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,3.66
293,Jakob Junis,FA,13619,596001.0,278.129,65.4,0.0,62.440000000000005,31.04,0.0,0.0,0.0,29.0,9.0,1.2,0.206,7.8,57.0,15.0,2.1,0.054,4.0,40.480000000000004,11.96,1.0,3.99,1.18,0.42,0.243,0.268,54.41805600000001,87.604825,49.780153500000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.89
294,Bryan Baker,TB,19804,641329.0,278.481,65.4,0.0,55.08,30.07,0.0,0.0,7.0,28.0,9.0,1.2,0.257,9.9,72.0,23.0,3.2,0.083,1.0,34.04,11.040000000000001,1.0,3.85,1.19,0.367,0.239,0.302,51.558161000000005,73.1171785,43.943699499999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.8
295,Justin Sterner,OAK,27694,686993.0,274.56,65.4,0.0,55.160000000000004,32.01,0.0,0.0,5.0,30.0,10.0,1.4,0.255,9.6,70.0,19.0,2.6,0.07,7.0,33.120000000000005,11.040000000000001,1.0,4.13,1.13,0.303,0.234,0.35,56.5958,68.00774,43.97772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.51
296,Daniel Palencia,CHC,27914,694037.0,282.224,65.3,0.0,54.08,31.04,0.0,0.0,35.0,29.0,8.0,1.1,0.256,9.9,72.0,27.0,3.7,0.095,4.0,34.96,10.120000000000001,1.0,4.0,1.24,0.424,0.243,0.266,48.187912,78.23664799999999,44.248596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65,5.19
298,Steven Okert,HOU,13580,595345.0,270.957,65.2,0.0,52.32000000000001,29.099999999999998,0.0,0.0,0.0,27.0,9.0,1.2,0.272,10.2,74.0,20.0,2.8,0.072,3.0,32.2,10.120000000000001,1.0,3.73,1.11,0.304,0.229,0.346,53.617971,64.943219,41.496416499999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.56
299,Tyler Alexander,FA,17735,641302.0,277.422,65.1,0.0,61.6,32.01,0.0,0.0,0.0,30.0,10.0,1.4,0.201,7.7,56.0,17.0,2.4,0.06,2.0,38.64,11.96,1.0,4.15,1.21,0.357,0.235,0.311,58.362481,80.440057,48.550225000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.69
300,Keegan Akin,BAL,19362,669211.0,280.851,65.1,0.0,54.16,31.04,0.0,0.0,8.0,29.0,9.0,1.2,0.248,9.7,70.0,27.0,3.7,0.095,1.0,34.04,10.120000000000001,1.0,4.01,1.25,0.377,0.24,0.297,51.20250349999999,74.18387849999999,44.12424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.6
301,Phil Maton,FA,18064,664208.0,273.621,64.8,0.0,51.24000000000001,30.07,0.0,0.0,0.0,28.0,7.0,1.0,0.284,10.8,78.0,24.0,3.3,0.088,9.0,33.120000000000005,10.120000000000001,1.0,3.89,1.16,0.44,0.241,0.256,44.278217999999995,74.65513499999999,41.27485049999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.33
302,David Bednar,NYY,19569,670280.0,268.817,64.8,0.0,49.480000000000004,27.16,0.0,0.0,34.0,25.0,8.0,1.1,0.294,11.0,79.0,21.0,2.9,0.078,2.0,31.28,9.200000000000001,1.0,3.47,1.09,0.398,0.246,0.281,45.6649985,69.89023800000001,41.022531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11,6.2
303,Connor Phillips,CIN,27649,683175.0,279.354,64.8,0.0,54.24,32.98,0.0,0.0,2.0,30.0,10.0,1.4,0.257,10.0,72.0,27.0,3.8,0.097,4.0,32.2,11.040000000000001,1.0,4.17,1.25,0.319,0.235,0.338,53.925846,67.54257299999999,42.83407499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.91
304,Sean Newcomb,FA,16943,656794.0,284.864,64.7,0.0,56.84,32.98,0.0,0.0,0.0,30.0,8.0,1.1,0.233,9.2,66.0,29.0,4.0,0.103,5.0,36.800000000000004,11.040000000000001,1.0,4.17,1.33,0.456,0.24,0.245,47.940659999999994,84.10975199999999,45.567359999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.44
307,Graham Ashcraft,CIN,27552,668933.0,284.743,64.6,0.0,62.440000000000005,32.98,0.0,0.0,4.0,30.0,9.0,1.3,0.208,8.2,59.0,24.0,3.3,0.084,4.0,40.480000000000004,11.96,1.0,4.18,1.34,0.509,0.228,0.214,47.813091,94.7183385,47.207862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.72
308,Jared Koenig,MIL,27517,657649.0,272.88,64.6,0.0,54.92,29.099999999999998,0.0,0.0,0.0,27.0,7.0,1.0,0.247,9.3,67.0,20.0,2.8,0.073,4.0,35.88,11.040000000000001,1.0,3.76,1.16,0.449,0.239,0.251,47.49234,81.69426,44.51826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.37
309,Huascar Brazoban,NYM,6107,623211.0,283.749,64.5,0.0,56.84,32.01,0.0,0.0,0.0,30.0,8.0,1.1,0.224,8.9,64.0,29.0,4.0,0.102,4.0,37.72,10.120000000000001,1.0,4.19,1.33,0.475,0.237,0.232,46.924254000000005,86.31392250000002,45.4936365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.3
310,Johan Oviedo,PIT,22487,670912.0,285.308,64.4,8.1,59.6,33.949999999999996,2.0,2.2,0.0,31.0,8.0,1.1,0.211,8.4,60.0,29.0,4.1,0.1,5.0,37.72,12.88,1.0,4.33,1.38,0.414,0.244,0.271,52.119774,82.84197599999999,47.506536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.6
311,Hogan Harris,OAK,21520,663687.0,283.627,64.4,0.0,56.84,32.01,0.0,0.0,11.0,30.0,8.0,1.1,0.225,8.9,64.0,29.0,4.1,0.103,2.0,35.88,11.96,1.0,4.19,1.33,0.399,0.246,0.281,51.564603500000004,79.0148915,46.322361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.35
